Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results
2279843,THE BRISTOL,THE BRISTOL,1598177,Restaurant,Risk 1 (High),2152 N DAMEN AVE ,CHICAGO,IL,60647,2019-03-21T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279837,JUANITA'S NUTRICION,SALUD Y ENERGIA,2617147,Restaurant,Risk 2 (Medium),5718 W DIVERSEY AVE ,CHICAGO,IL,60639,2019-03-21T00:00:00,License,Fail
2279839,WE ARE THE FUTURE PRESIDENTS,WE ARE THE FUTURE PRESIDENTS,2578250,Daycare Above and Under 2 Years,Risk 1 (High),843-847 W 103RD ST ,CHICAGO,IL,60643,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279838,GREAT PHILLY STEAK,GREAT PHILLY STEAK,2511270,Restaurant,Risk 1 (High),7601 S CICERO AVE ,CHICAGO,IL,60652,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279835,Salud & Energia,,2137614,Restaurant,Risk 3 (Low),5718 W DIVERSEY AVE ,CHICAGO,IL,60639,2019-03-21T00:00:00,Canvass,Out of Business
2279834,WINESTYLES,WINESTYLES,2632296,Restaurant,Risk 2 (Medium),6182 N NORTHWEST HWY ,CHICAGO,IL,60631,2019-03-21T00:00:00,License,Fail
2279840,BOOILL GALBI,BOOIL RESTAURANT,2427793,Restaurant,Risk 1 (High),3346 W BRYN MAWR AVE ,CHICAGO,IL,60659,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279836,MOON FOOD MARKET,MOON FOOD MARKET,2652870,Grocery Store,Risk 3 (Low),519 E 79TH ST ,CHICAGO,IL,60619,2019-03-21T00:00:00,License Re-Inspection,Pass w/ Conditions
2279831,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,1742580,Restaurant,Risk 1 (High),5709 S HARLEM AVE ,CHICAGO,IL,60638,2019-03-21T00:00:00,Complaint Re-Inspection,Fail
2279832,ALTHEA BY MKC,ALTHEA,0,Restaurant,Risk 1 (High),700 N MICHIGAN AVE ,CHICAGO,IL,60611,2019-03-21T00:00:00,Complaint,Pass w/ Conditions
2279829,THE POLO INN BRIDGEPORT USA,THE POLO INN,2516663,Restaurant,Risk 1 (High),3322 S MORGAN ST ,CHICAGO,IL,60608,2019-03-21T00:00:00,Complaint,Pass w/ Conditions
2279828,TACONTENTO,TACONTENTO,2334804,Restaurant,Risk 1 (High),3500 W MONTROSE AVE ,CHICAGO,IL,60618,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279827,THE FUDGE POT,THE FUDGE POT,4169,Grocery Store,Risk 2 (Medium),1532 N WELLS ST ,CHICAGO,IL,60610,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279822,MAISON MARCEL,MAISON MARCEL,2647082,Bakery,Risk 2 (Medium),2008 N HALSTED ST ,CHICAGO,IL,60614,2019-03-21T00:00:00,License Re-Inspection,Fail
2279826,MIDTOWN ATHLETIC CLUB AND HOTEL,MIDTOWN ATHLETIC CLUB AND HOTEL,2535330,Restaurant,Risk 1 (High),2444 N ELSTON AVE ,CHICAGO,IL,60647,2019-03-21T00:00:00,Complaint Re-Inspection,Fail
2279825,OBAN POPEYE'S 111 INC,POPEYE'S,6006,Restaurant,Risk 1 (High),10331 S KEDZIE AVE ,CHICAGO,IL,60655,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279821,LA CASA DE DENISSE,,2653270,,Risk 1 (High),3418 W MONTROSE AVE ,CHICAGO,IL,60618,2019-03-21T00:00:00,License,No Entry
2279823,POPEYE'S CHICKEN & BISCUITS,POPEYE'S,1622615,Restaurant,Risk 1 (High),3352 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-21T00:00:00,Complaint,Fail
2279830,"GREEN LINE FOOD MART, INC","GREEN LINE FOOD MART, INC",2500876,Grocery Store,Risk 1 (High),7701 S RACINE AVE ,CHICAGO,IL,60620,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279815,LITTLE WOK,LITTLE WOK,2458750,Restaurant,Risk 1 (High),3144 N BROADWAY ,CHICAGO,IL,60657,2019-03-21T00:00:00,Complaint,Pass w/ Conditions
2279812,"DIVERSEY DOLLAR ISLAND, INC.",DOLLAR ISLAND,2636268,Grocery Store,Risk 3 (Low),5941 W DIVERSEY AVE ,CHICAGO,IL,60639,2019-03-21T00:00:00,Complaint Re-Inspection,Fail
2279811,FANI Y MONSE GROCERIES,FANI Y MONSE GROCERIES,2517657,Grocery Store,Risk 2 (Medium),3803 W 55TH ST ,CHICAGO,IL,60632,2019-03-21T00:00:00,Complaint,Fail
2279809,PADDY MAC'S,PADDY MAC'S,7098,Restaurant,Risk 1 (High),4157 N PULASKI RD ,CHICAGO,IL,60641,2019-03-21T00:00:00,Complaint,Fail
2279810,AUSTIN MULTIPLEX HIGH SCHOOL,Austin (H/S),51011,School,Risk 1 (High),231 N PINE ,CHICAGO,IL,60644,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279808,"LA UNICA FOOD MART, INC.",LA UNICA FOOD MART,491,RESTAURANT/GROCERY STORE,Risk 1 (High),1515 W DEVON AVE ,CHICAGO,IL,60660,2019-03-21T00:00:00,Complaint,Fail
2279807,LAHORE FOOD & GRILL,LAHORE FOOD & GRILL,2511045,Restaurant,Risk 1 (High),2114-2116 W DEVON AVE ,CHICAGO,IL,60659,2019-03-21T00:00:00,Canvass,Pass
2279804,MOZART ELEMENTARY SCHOOL,MOZART ELEM.SCHOOL & BRANCH ANNEX,24611,School,Risk 1 (High),2200 N Hamlin AVE ,CHICAGO,IL,60647,2019-03-21T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279803,"ALOHA POKE LOYOLA, LLC",ALOHA POKE CO.,2595773,Restaurant,Risk 1 (High),6462 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279801,EL CABALLO LOCCO,EL CABALLO LOCCO,1893474,Restaurant,Risk 1 (High),4024 N KEDZIE AVE ,CHICAGO,IL,60618,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279797,JEWEL FOOD STORE #3114,JEWEL FOOD STORE #3114,1388,Grocery Store,Risk 1 (High),3128 W 103RD ST ,CHICAGO,IL,60655,2019-03-21T00:00:00,Canvass,Pass
2279805,TEQUILA CJ RESTAURANT,TEQUILA CJ RESTAURANT,2379419,Restaurant,Risk 1 (High),5728 S ARCHER AVE ,CHICAGO,IL,60638,2019-03-21T00:00:00,Complaint,Fail
2279795,AUTUMN GREEN AT WRIGHT CAMPUS,AUTUMN GREEN,1845501,Restaurant,Risk 1 (High),4239 N OAK PARK AVE ,CHICAGO,IL,60634,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279799,ALL STAR KIDS ACADEMY,ALL STAR KIDS ACADEMY,2216213,Children's Services Facility,Risk 1 (High),1960 W 13TH ST ,CHICAGO,IL,60608,2019-03-21T00:00:00,License,Pass w/ Conditions
2279798,SHARKS FISH & CHICKEN,SHARKS FISH & CHICKEN,2653058,Restaurant,Risk 2 (Medium),7100 S WESTERN AVE ,CHICAGO,IL,60636,2019-03-21T00:00:00,License,Fail
2279793,NO.7,NO.7,2560610,Restaurant,Risk 1 (High),2485 N CLARK ST ,CHICAGO,IL,60614,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279790,FAMILY DOLLAR #5630,FAMILY DOLLAR #5630,1381397,Grocery Store,Risk 3 (Low),8030 S HALSTED ST ,CHICAGO,IL,60620,2019-03-21T00:00:00,Complaint Re-Inspection,Pass w/ Conditions
2279787,VINCES PIZZERIA & TAQUERIA,VPT,2432331,Restaurant,Risk 1 (High),5754 N WESTERN AVE ,CHICAGO,IL,60659,2019-03-21T00:00:00,Canvass,Out of Business
2279786,HILTON O'HARE,HILTON O'HARE & ANDIAMO,2535609,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-21T00:00:00,Canvass,Out of Business
2279784,FLAT & POINT,FLAT & POINT,2631911,Restaurant,Risk 3 (Low),3524 W FULLERTON AVE ,CHICAGO,IL,60647,2019-03-21T00:00:00,License,Fail
2279792,JJ FISH & CHICKEN,JJ FISH & CHICKEN,2124923,Restaurant,Risk 1 (High),4049 W 79TH ST ,CHICAGO,IL,60652,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279785,THE WING FULTON,THE WING FULTON,2642305,Restaurant,Risk 3 (Low),811 W FULTON MARKET ST ,,IL,,2019-03-21T00:00:00,License,Not Ready
2279782,CARNICERIA GUANAJUATO,CARNICERIA GUANAJUATO,2653224,Grocery Store,Risk 1 (High),5250-5258 W FULLERTON AVE ,CHICAGO,IL,60639,2019-03-21T00:00:00,License,Not Ready
2279781,VON STEUBEN METROPOLITAN  SCIENCE CENTER (H/S),VON STEUBEN METROPOLITAN H/S,47081,School,Risk 1 (High),5039 N Kimball AVE ,CHICAGO,IL,60625,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279778,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636417,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-21T00:00:00,License,Pass
2279777,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636413,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-21T00:00:00,License,Pass
2279776,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636416,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-21T00:00:00,License,Pass
2279774,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636415,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-21T00:00:00,License,Pass
2279775,CHICAGO COMMONS ASSOCIATION,CHICAGO COMMONS ASSOCIATION,2652554,Restaurant,Risk 1 (High),515 E 50TH ST ,CHICAGO,IL,60615,2019-03-21T00:00:00,License,Pass w/ Conditions
2279794,AUTUMN GREEN AT WRIGHT CAMPUS,AUTUMN GREEN,2492860,Restaurant,Risk 1 (High),4239 N OAK PARK AVE ,CHICAGO,IL,60634,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279773,THE GODDARD SCHOOL NORTH CHICAGO,THE GODDARD SCHOOL NORTH CICAGO,2623001,Children's Services Facility,Risk 1 (High),2500 W BRADLEY PL ,CHICAGO,IL,60618,2019-03-21T00:00:00,License,Fail
2279780,FLAT & POINT,FLAT & POINT,2631910,Restaurant,Risk 1 (High),3524 W FULLERTON AVE ,CHICAGO,IL,60647,2019-03-21T00:00:00,License,Fail
2279772,PACOS TACOS CHICAGO,PACOS TACOS,2647132,Restaurant,Risk 1 (High),7059 S HALSTED ST ,CHICAGO,IL,60621,2019-03-21T00:00:00,License Re-Inspection,Pass w/ Conditions
2279767,Friedrich L. Jahn Elementary,Friedrich L. Jahn Elementary,23921,School,Risk 1 (High),3149 N Wolcott (1900W) ,CHICAGO,IL,60657,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279764,SANDOVAL,SANDOVAL,26721,School,Risk 1 (High),5534 S St Louis (3500W) ,CHICAGO,IL,60629,2019-03-21T00:00:00,Canvass,Pass
2279779,THE WING FULTON,THE WING FULTON,2642303,Restaurant,Risk 2 (Medium),811 W FULTON MARKET ST ,,IL,,2019-03-21T00:00:00,License,Fail
2279771,VPT GRILL,VPT GRILL,2652873,Restaurant,Risk 1 (High),5754 N WESTERN AVE ,CHICAGO,IL,60659,2019-03-21T00:00:00,License,Pass
2279769,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2647047,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-21T00:00:00,License,Pass
2279768,WESTINGHOUSE CAMPUS,WESTINGHOUSE HIGH SCHOOL,20068,School,Risk 1 (High),3223 W FRANKLIN BLVD ,CHICAGO,IL,60624,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279762,CATALYST MARIA,CATALYST MARIA,3246776,School,Risk 1 (High),6727 S CALIFORNIA AVE ,CHICAGO,IL,60629,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279760,CARNICERIA GUANAJUATO,CARNICERIA GUANAJUATO,2069477,Grocery Store,Risk 1 (High),5250-5258 W FULLERTON AVE ,CHICAGO,IL,60639,2019-03-21T00:00:00,Canvass,Fail
2279758,LOOP TAVERN,LOOP TAVERN,2632196,Liquor,Risk 3 (Low),1610 W CHICAGO AVE ,CHICAGO,IL,60622,2019-03-21T00:00:00,License,Fail
2279755,MENTA ACADEMY MIDWAY,MENTA ACADEMY MIDWAY,3808890,School,Risk 1 (High),5101 S KEELER ,CHICAGO,IL,60632,2019-03-21T00:00:00,Canvass,Pass w/ Conditions
2279754,WABI SABI ROTARY,WABI SABI ROTARY,2647241,Restaurant,Risk 1 (High),4521 N SHERIDAN RD ,CHICAGO,IL,60640,2019-03-21T00:00:00,License,Pass w/ Conditions
2279753,WABI SABI ROTARY,WABI SABI ROTARY,2492706,Restaurant,Risk 1 (High),4521 N SHERIDAN RD ,CHICAGO,IL,60640,2019-03-21T00:00:00,Canvass,Out of Business
2279757,WONDERBURGER,WONDERBURGER,2626727,Restaurant,Risk 1 (High),3323 W 111TH ST ,CHICAGO,IL,60655,2019-03-21T00:00:00,License,Fail
2279752,ARAMARK EDUCATION SERVICES,CICS AVALON PARK/SOUTH SHORE,2647371,SCHOOL,Risk 1 (High),1501 E 83RD PL ,CHICAGO,IL,60619,2019-03-21T00:00:00,License,Pass
2279751,KABAB 2,KABAB 2,2653110,Restaurant,Risk 1 (High),3216 W LAWRENCE AVE ,CHICAGO,IL,60625,2019-03-21T00:00:00,License,Fail
2279750,MONNIE BURKE'S RESTAURANT,MONNIE BURKE'S RESTAURANT,2548908,Restaurant,Risk 1 (High),1159-1163 W 18TH ST ,CHICAGO,IL,60608,2019-03-21T00:00:00,Complaint,Pass w/ Conditions
2279756,HAUGAN ELEMENTARY,HAUGAN ELEMENTARY,23591,School,Risk 1 (High),4540 N Hamlin ,CHICAGO,IL,60625,2019-03-21T00:00:00,Canvass,Pass
2279749,WONDERBURGER,WONDERBURGER,2626726,Restaurant,Risk 1 (High),3323 W 111TH ST ,CHICAGO,IL,60655,2019-03-21T00:00:00,License,Fail
2279748,WABI SABI ROTARY,WABI SABI ROTARY,2492706,Restaurant,Risk 1 (High),4521 N SHERIDAN RD ,CHICAGO,IL,60640,2019-03-21T00:00:00,Canvass Re-Inspection,Pass
2279759,ST. SYMPHOROSA,ST. SYMPHOROSA,1981949,School,Risk 1 (High),6125 S AUSTIN AVE ,CHICAGO,IL,60638,2019-03-21T00:00:00,Canvass,Fail
2279743,LA CABANITA INC,,2657788,Restaurant,Risk 1 (High),10401 S MUSKEGON AVE ,CHICAGO,IL,60617,2019-03-20T00:00:00,License,Fail
2279744,L & B KITCHEN,L & B KITCHEN,2517587,Restaurant,Risk 1 (High),5451 W MADISON ST ,CHICAGO,IL,60644,2019-03-20T00:00:00,Complaint,Pass w/ Conditions
2279742,KINGS SOUL FOOD GALLERY,KINGS SOUL FOOD GALLERY,2641817,Restaurant,Risk 1 (High),8107 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,2019-03-20T00:00:00,License,Fail
2279740,TEZCAL RESTAURANT,TEZCAL RESTAURANT,2626654,Restaurant,Risk 1 (High),4305 N KEDZIE AVE ,CHICAGO,IL,60618,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279738,CAFE SAN JUAN,CAFE SAN JUAN,2493115,Restaurant,Risk 1 (High),4305 N KEDZIE AVE ,CHICAGO,IL,60618,2019-03-20T00:00:00,Canvass,Out of Business
2279736,FARMER'S FRIDGE,FARMER'S FRIDGE,2647777,,Risk 1 (High),5555 S ARCHER AVE ,CHICAGO,IL,60638,2019-03-20T00:00:00,License,Not Ready
2279735,FOXTROT MARKET,FOXTROT MARKET,2652802,,Risk 2 (Medium),942 W HURON ST ,CHICAGO,IL,60642,2019-03-20T00:00:00,License,Not Ready
2279731,TACOS GARCIA,TACOS GARCIA,38844,Restaurant,Risk 1 (High),3327-3329 W ARMITAGE AVE ,CHICAGO,IL,60647,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279730,WARM BELLY BAKERY,WARM BELLY BAKERY,2653357,,Risk 1 (High),1209 - 1213 N NOBLE ST ,CHICAGO,IL,60642,2019-03-20T00:00:00,License,Not Ready
2279734,Ethiopian Diamond II Restaurant Inc.,ETHIOPIAN DIAMOND II RESTAURANT,1986871,Restaurant,Risk 1 (High),7537-7539 N Clark ST ,CHICAGO,IL,60626,2019-03-20T00:00:00,Canvass Re-Inspection,Fail
2279733,NEW CAJUN GRILL,NEW CAJUN GRILL,2412388,Restaurant,Risk 1 (High),7601 S CICERO AVE ,CHICAGO,IL,60652,2019-03-20T00:00:00,Canvass,Fail
2279727,"HERB & ALCHEMY, INC.","HERB & ALCHEMY, INC.",2560203,Restaurant,Risk 2 (Medium),1157 W DIVERSEY PKWY ,CHICAGO,IL,60614,2019-03-20T00:00:00,License Re-Inspection,Pass w/ Conditions
2279729,"MUSTARDSEED LEARNING CENTER, INC.",MUSTARDSEED LEARNING CENTER,2216042,Daycare Above and Under 2 Years,Risk 1 (High),3656 W 111 TH ST ,CHICAGO,IL,60655,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279728,VISTA HERMOSA EXPRESS,VISTA HERMOSA EXPRESS,2484224,Restaurant,Risk 1 (High),2147 S CALIFORNIA AVE ,CHICAGO,IL,60608,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279722,CATALYST ELEMENTARY CIRCLE ROCK,CATALYST ELEMENTARY CIRCLE ROCK,1878466,School,Risk 1 (High),5600 W WASHINGTON BLVD ,CHICAGO,IL,60644,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279720,AM THAI RESTAURANT,AM THAI RESTAURANT,2501814,Restaurant,Risk 1 (High),3254 W MONTROSE AVE ,CHICAGO,IL,60618,2019-03-20T00:00:00,Complaint,Pass w/ Conditions
2279719,ENVISION FOODS LLC,ENVISION UNLIMITED WESTTOWN  CENTER,2632314,Shared Kitchen,Risk 1 (High),1801 N SPAULDING AVE ,CHICAGO,IL,60647,2019-03-20T00:00:00,License,Fail
2279717,Chicago Agricultural  (H/S),Chicago Agricultural  (H/S),47091,School,Risk 1 (High),3857 W 111th St (11100S) ,CHICAGO,IL,60655,2019-03-20T00:00:00,Canvass Re-Inspection,Fail
2279715,RETRO CAFE RESTAURANT,RETRO BAR AND GRILL,2307841,Restaurant,Risk 1 (High),3246-3248 N CENTRAL AVE ,CHICAGO,IL,60634,2019-03-20T00:00:00,Canvass,No Entry
2279714,RAO FAMILY RESTAURANT,TONY'S CHINESE & AMERICAN RESTAURANT,2458231,Restaurant,Risk 1 (High),6347 W GRAND AVE ,CHICAGO,IL,60639,2019-03-20T00:00:00,Complaint Re-Inspection,Fail
2279716,EL SABOR DEL TRIUNFO,PANADERIA DEL REFUGIO,2068658,Bakery,Risk 2 (Medium),1339 W 18TH ST ,CHICAGO,IL,60608,2019-03-20T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279713,BURGER KING #1272,BURGER KING,2368738,Restaurant,Risk 2 (Medium),3220 W COLUMBUS AVE ,CHICAGO,IL,60652,2019-03-20T00:00:00,Canvass,Pass
2279711,PLATO LEARNING CENTER,PLATO LEARNING CENTER,1878464,School,Risk 1 (High),5545 W HARRISON ST ,CHICAGO,IL,60644,2019-03-20T00:00:00,Canvass,Pass
2279709,ST. JOHN FISHER,ST. JOHN FISHER,3076641,School,Risk 1 (High),10200 S WASHTENAW AVE ,CHICAGO,IL,60655,2019-03-20T00:00:00,Canvass Re-Inspection,Fail
2279706,PALETERIA CARRUCEL,PALETERIA CARRUCEL,2385445,Mobile Frozen Desserts Vendor,Risk 3 (Low),6317 W GRAND AVE ,CHICAGO,IL,60639,2019-03-20T00:00:00,License,Pass
2279698,PALETERIA CARRUCEL,PALETERIA CARRUCEL,2385432,Restaurant,Risk 2 (Medium),6317 W GRAND AVE ,CHICAGO,IL,60639,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279702,"Daallo Meat & Grocery, Inc",Daallo Meat & Grocery,2013707,Grocery Store,Risk 2 (Medium),2742 W Devon AVE ,CHICAGO,IL,60659,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279700,MATHER'S MORE THEN A CAFE,MATHER'S MORE THAN A CAFE,1800580,Restaurant,Risk 1 (High),3235 N CENTRAL AVE ,CHICAGO,IL,60634,2019-03-20T00:00:00,Canvass,Pass
2279699,LA HACIENDITA TAQUERIA INC,LA HACIENDITA TAQUERIA,1479601,Restaurant,Risk 1 (High),3322 W 47TH ST ,CHICAGO,IL,60632,2019-03-20T00:00:00,Canvass,Pass w/ Conditions
2279696,BRIGHT BEGINNINGS EARLY LEARNING CENTER LLC,BRIGHT BEGINNINGS EARLY LEARNING CENTER LLC,2363848,Children's Services Facility,Risk 1 (High),2902-2906 N CENTRAL PARK AVE ,CHICAGO,IL,60618,2019-03-20T00:00:00,License,Fail
2279705,MIDTOWN ATHLETIC CLUB AND HOTEL,MIDTOWN ATHLETIC CLUB AND HOTEL,2535330,Restaurant,Risk 1 (High),2444 N ELSTON AVE ,CHICAGO,IL,60647,2019-03-20T00:00:00,Complaint Re-Inspection,Fail
2279694,INTERNATIONAL NEWS,INTERNATIONAL NEWS,2647867,Grocery Store,Risk 3 (Low),4917 N MILWAUKEE AVE ,CHICAGO,IL,60630,2019-03-20T00:00:00,License,Pass w/ Conditions
2279689,THE CHALKBOARD INC,THE CHALKBOARD,2215547,Daycare (2 - 6 Years),Risk 1 (High),450 W MENOMONEE ST ,CHICAGO,IL,60614,2019-03-20T00:00:00,License,Pass w/ Conditions
2279690,ARAMARK EDUCATION SERVICES,CICS WRIGHTWOOD CAMPUS,2647297,School,Risk 1 (High),8130 S CALIFORNIA AVE ,CHICAGO,IL,60652,2019-03-20T00:00:00,License Re-Inspection,Pass
2279687,"LA MICHOACANA PREMIUM DE CHICAGO,LLC.",LA MICHOACANA PREMIUM,2353809,Restaurant,Risk 2 (Medium),2150 W CERMAK RD ,CHICAGO,IL,60608,2019-03-20T00:00:00,Canvass,Out of Business
2279688,SYMPHONY OF BEVERLY,SYMPHONY OF BEVERLY,2447181,Long Term Care,Risk 1 (High),2940 W 87TH ST ,CHICAGO,IL,60652,2019-03-20T00:00:00,Canvass Re-Inspection,Pass
2279686,ROBERT L. GRIMES ELEMENTARY,ROBERT L. GRIMES ELEMENTARY,23461,School,Risk 1 (High),5450 W 64th PL ,CHICAGO,IL,60638,2019-03-20T00:00:00,Canvass,Pass
2279685,LA CASA DEL PAN BAKERY,LA CASA DEL PAN BAKERY,2278844,Bakery,Risk 1 (High),4454 N KEDZIE AVE ,CHICAGO,IL,60625,2019-03-20T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279683,TBD,ROTHSCHILD LIQUORS,2642043,Liquor,Risk 3 (Low),3530 W ROOSEVELT RD ,CHICAGO,IL,60624,2019-03-19T00:00:00,License,Pass w/ Conditions
2279681,TEL-AVIV BAKERY,TEL-AVIV BAKERY,1577712,Bakery,Risk 2 (Medium),2944 W DEVON AVE ,CHICAGO,IL,60659,2019-03-19T00:00:00,Complaint,Fail
2279676,ROTHSCHILD LIQUORS,ROTHSCHILD LIQUORS,21486,Liquor,Risk 3 (Low),3530 W ROOSEVELT RD ,CHICAGO,IL,60624,2019-03-19T00:00:00,Canvass Re-Inspection,Out of Business
2279674,CHARLY'S BURGERS,CHARLY'S BURGERS,2647154,Restaurant,Risk 2 (Medium),2320 N CICERO AVE ,CHICAGO,IL,60639,2019-03-19T00:00:00,License Re-Inspection,Pass w/ Conditions
2279671,PARKVIEW FOOD & LIQUORS,PARKVIEW FOOD & LIQUORS,2616683,Grocery Store,Risk 3 (Low),3647 W 83RD PL ,CHICAGO,IL,60652,2019-03-19T00:00:00,License,Fail
2279682,TUMI,TUMI RESTAURANT,2463208,Restaurant,Risk 1 (High),2727 W FULLERTON AVE ,CHICAGO,IL,60647,2019-03-19T00:00:00,Canvass,Fail
2279678,"CHICAGO PIZZERIA, INC.",CHICAGO PIZZERIA,2114550,Restaurant,Risk 1 (High),6149 N MILWAUKEE AVE ,CHICAGO,IL,60646,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279680,CLEO'S SOUTHERN CUISINE,CLEO'S SOUTHERN CUISINE,2653135,Restaurant,Risk 1 (High),4248 S COTTAGE GROVE AVE ,CHICAGO,IL,60653,2019-03-19T00:00:00,License,Fail
2279668,STREETERVILLE PIZZERIA & TAP,STREETERVILLE PIZZERIA & TAP,2220904,Restaurant,Risk 1 (High),355 E OHIO ST ,CHICAGO,IL,60611,2019-03-19T00:00:00,Canvass Re-Inspection,Pass w/ Conditions
2279670,PARKVIEW FOOD & LIQUORS,PARKVIEW FOOD & LIQUORS,2616684,Grocery Store,Risk 3 (Low),3647 W 83RD PL ,CHICAGO,IL,60652,2019-03-19T00:00:00,License,Fail
2279669,"L&L ACADEMY AND PRESCHOOL, LLC","L&L ACADEMY AND PRESCHOOL, LLC",2501517,Daycare (Under 2 Years),Risk 1 (High),2033 W DIVISION ST ,CHICAGO,IL,60622,2019-03-19T00:00:00,License,Pass
2279667,BEGGARS PIZZA,BEGGAR'S PIZZA,2089154,Restaurant,Risk 1 (High),5133 S CICERO AVE ,CHICAGO,IL,60632,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279672,TAQUERIA OCHOA'S #2,TAQUERIA OCHOA'S #2,2536770,Restaurant,Risk 1 (High),3107 W 71ST ST ,CHICAGO,IL,60629,2019-03-19T00:00:00,Canvass,Pass w/ Conditions
2279663,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636417,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,License,Not Ready
2279662,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636413,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,License,Not Ready
2279661,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636416,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,License,Not Ready
2279660,HILTON O'HARE,HILTON O'HARE/ANDIAMO'S/CAFFE MERCATO,2636415,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,License,Not Ready
2279666,BOPNGRILL,BOPNGRILL,2283190,Restaurant,Risk 1 (High),6604 N SHERIDAN RD ,CHICAGO,IL,60626,2019-03-19T00:00:00,Canvass,Fail
2279665,THE GREAT AMERICAN BAGEL,THE GREAT AMERICAN BAGEL (T3 ROTUNDA),1879165,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,2019-03-19T00:00:00,Canvass,Pass
2279658,SOUTH CHICAGO YMCA PRE SCHOOL,,2215699,Daycare (2 - 6 Years),Risk 1 (High),3039 E 91ST ST ,CHICAGO,IL,60617,2019-03-19T00:00:00,License,Not Ready
2279657,GALIT,GALIT,2631036,Restaurant,Risk 1 (High),2427-2429 N LINCOLN AVE ,CHICAGO,IL,60614,2019-03-19T00:00:00,License Re-Inspection,Pass
2279656,GALIT,GALIT,2631035,Restaurant,Risk 1 (High),2427-2429 N LINCOLN AVE ,CHICAGO,IL,60614,2019-03-19T00:00:00,License Re-Inspection,Pass
